system   D            wsystem.c:583  maybe_parent_dir                 [   0.00046] Also searching C:\Projects\Tetris\Tetris\
display  D   display_settings.c:191  debug_display_settings           [   0.04828] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04829] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04831] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04832] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04833] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04834] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04836] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04837] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04838] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04840] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1640 d3d_create_display_internals     [   0.04843] Trying format 0.
d3d      I         d3d_disp.cpp:1325 d3d_display_thread_proc          [   0.04910] Chose a display format: 23
d3d      I         d3d_disp.cpp:1394 d3d_display_thread_proc          [   0.04913] Normal window.
d3d      I         d3d_disp.cpp:800  d3d_create_device                [   0.05950] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:865  d3d_create_device                [   0.14676] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:873  d3d_create_device                [   0.14683] Success
d3d      D         d3d_disp.cpp:1663 d3d_create_display_internals     [   0.14690] Resumed after wait.
d3d      I         d3d_disp.cpp:1696 d3d_create_display_internals     [   0.14697] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1719 d3d_create_display_internals     [   0.14702] Returning d3d_display: 00A34EE8
d3d      D         d3d_disp.cpp:1744 d3d_create_display_locked        [   0.14704] al_display=00A34EE8
d3d      D         d3d_disp.cpp:1745 d3d_create_display_locked        [   0.14706] al_display->vt=00A34E20
dtor     D               dtor.c:184  _al_register_destructor          [   0.14901] added dtor for object 00A3E190, func 555927AC
display  W   display_settings.c:654  _al_deduce_color_format          [   0.15094] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
display  W   display_settings.c:654  _al_deduce_color_format          [   0.15238] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
dtor     D               dtor.c:184  _al_register_destructor          [   0.15300] added dtor for object 00A3EB28, func 555927AC
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15718] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15722] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15723] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15725] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15727] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15729] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15731] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15733] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15734] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.15736] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.15738] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.15740] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.15742] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.15864] added dtor for object 04FF12F0, func 5559259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.16804] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.16811] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17543] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17546] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17548] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17549] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17551] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17552] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17554] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17555] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17557] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.17559] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.17560] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.17562] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.17564] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17605] added dtor for object 04FF16F8, func 5559259F
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17676] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17679] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17682] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17684] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17686] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17687] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17689] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17691] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17692] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.17693] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.17695] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.17696] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.17697] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17769] added dtor for object 04FF0DD8, func 5559259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.18819] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.18826] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19317] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19320] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19321] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19322] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19323] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19324] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19325] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19326] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19327] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.19328] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.19329] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.19331] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.19332] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19364] added dtor for object 04FF0F68, func 5559259F
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19393] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19395] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19397] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19398] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19399] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19400] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19401] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19402] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19403] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.19404] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.19405] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.19406] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.19407] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19452] added dtor for object 04FF1078, func 5559259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.20156] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.20159] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20628] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20630] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20631] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20632] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20633] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20634] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20635] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20636] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20638] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.20639] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.20640] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.20641] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.20642] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.20667] added dtor for object 04FF1188, func 5559259F
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20697] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20698] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20699] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20701] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20702] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20703] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20704] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20705] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20705] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.20706] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.20707] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.20708] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.20708] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.20752] added dtor for object 04FF3F78, func 5559259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.21352] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.21355] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21709] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21710] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21711] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21711] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21713] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21713] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21714] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21715] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21716] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.21716] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.21717] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.21718] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.21719] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.21739] added dtor for object 04FF4148, func 5559259F
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21761] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21762] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21763] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21764] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21765] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21766] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21766] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21767] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21768] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.21769] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.21769] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.21770] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.21771] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.21815] added dtor for object 04FF4DF0, func 5559259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.22411] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.22414] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22770] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22772] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22773] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22774] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22774] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22775] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22776] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22777] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22777] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.22778] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.22779] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.22780] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.22780] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.22801] added dtor for object 04FF2F38, func 5559259F
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22824] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22825] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22826] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22826] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22827] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22828] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22829] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22829] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22830] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.22831] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.22832] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.22832] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.22833] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.22874] added dtor for object 04FF3BE0, func 5559259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.23458] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.23461] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.23809] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.23811] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.23812] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.23813] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.23813] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.23814] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.23815] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.23816] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.23816] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.23817] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.23818] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.23819] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.23819] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.23838] added dtor for object 04FF3CF0, func 5559259F
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.23859] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.23860] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.23861] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.23862] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.23862] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.23863] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.23864] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.23865] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.23865] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.23866] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.23867] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.23868] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.23868] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.23907] added dtor for object 04FF3E00, func 5559259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.24569] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.24572] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.24929] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.24930] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.24931] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.24932] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.24933] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.24933] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.24934] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.24935] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.24936] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.24937] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.24938] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.24938] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.24939] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.24958] added dtor for object 04FF5A98, func 5559259F
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.24983] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.24984] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.24984] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.24985] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.24986] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.24987] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.24987] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.24988] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.24989] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.24989] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.24990] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.24991] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.24992] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.25106] added dtor for object 00A3EDC8, func 5559259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.26608] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.26612] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.28529] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.28532] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.28533] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.28534] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.28535] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.28536] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.28537] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.28539] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.28540] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.28541] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.28541] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.28543] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.28543] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.28625] added dtor for object 00A3EED8, func 5559259F
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.28632] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.28633] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.28634] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.28635] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.28636] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.28637] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.28638] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.28639] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.28640] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.28640] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.28641] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.28642] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.28643] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.28679] added dtor for object 04FF6740, func 5559259F
dtor     D               dtor.c:184  _al_register_destructor          [   0.28682] added dtor for object 04FF6910, func 555924DC
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.29325] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.29328] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.29377] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.29379] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.29437] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.29438] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.29497] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.29499] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.29551] _al_d3d_sync_bitmap (system) ref count == 1
